Jakarta,Surabaya,Semarang,Cilacap
0.5872606,1.803575,0.3599963,1.188395
0.4403757,1.761414,0.5082762,1.307534
0.3081527,1.728537,0.676871,1.423757
0.209535,1.741353,0.8258765,1.516596
0.1590587,1.818667,0.9312357,1.567224
0.1606005,1.954965,0.9849511,1.562368
0.2052743,2.120068,0.9853506,1.497472
0.2757996,2.266206,0.9307734,1.378249
0.3547662,2.340195,0.8243392,1.220483
0.4310409,2.298146,0.6843503,1.047428
0.5005022,2.118735,0.5467863,0.8858076
0.5624425,1.811204,0.4523101,0.76071
0.616268,1.416099,0.4249885,0.6905399
0.6620608,0.9980017,0.4587897,0.6831904
0.7035773,0.631458,0.5229037,0.734224
0.7489902,0.3841048,0.5816324,0.8277559
0.8062882,0.3006748,0.6129472,0.9399893
0.87578,0.392174,0.6125613,1.044617
0.9459044,0.6330232,0.5846054,1.118958
0.99688,0.9672505,0.5316023,1.149496
1.010275,1.321889,0.4553591,1.135289
0.9776861,1.625067,0.3672066,1.088346
0.9025152,1.823223,0.2948089,1.030875
0.7949656,1.893858,0.274325,0.9894003
0.6660841,1.850074,0.3303356,0.9877543
0.526537,1.735733,0.4585064,1.040135
0.3898655,1.61248,0.6256701,1.146303
0.2748613,1.541961,0.7877245,1.290219
0.2016399,1.56782,0.9112384,1.442682
0.1823965,1.70246,0.9828959,1.567654
0.2138392,1.922144,1.002836,1.631002
0.2782865,2.171794,0.9727169,1.609191
0.3534468,2.378822,0.8925229,1.496137
0.4237439,2.472185,0.769238,1.306164
0.4847777,2.401975,0.6267823,1.071953
0.5388913,2.154502,0.5034302,0.8379709
0.5877225,1.758292,0.4342014,0.6505677
0.6295642,1.279623,0.4305297,0.5470239
0.6635783,0.8081347,0.4739182,0.5465381
0.6953855,0.4361405,0.5291007,0.6450986
0.7363573,0.2365799,0.5661474,0.8161669
0.7950302,0.2452744,0.573998,1.016695
0.8673517,0.4522491,0.5570699,1.197642
0.9348128,0.804112,0.5222118,1.316106
0.9734359,1.217431,0.4710489,1.346355
0.9671994,1.599394,0.4055938,1.286483
0.9153536,1.870919,0.339825,1.15925
0.8289215,1.985889,0.3026492,1.006467
0.7210805,1.942021,0.3249021,0.8781417
0.600975,1.78005,0.4187081,0.8192556
0.4762003,1.571794,0.5662294,0.8572258
0.359624,1.399899,0.7278979,0.993695
0.2712245,1.334688,0.8640459,1.20274
0.2303795,1.414242,0.9528236,1.436226
0.2436349,1.632803,0.9917429,1.635368
0.2987171,1.94096,0.9857966,1.745451
0.3710433,2.257672,0.9366517,1.730335
0.4382836,2.491117,0.8442898,1.582645
0.491426,2.563028,0.7185075,1.327123
0.5341738,2.430382,0.5863086,1.015761
0.5731046,2.098442,0.4839329,0.7160152
0.6090309,1.621658,0.4371089,0.494502
0.6378192,1.092208,0.445082,0.4005556
0.6587976,0.618202,0.4823283,0.4537007
0.6807357,0.297849,0.5167332,0.6381045
0.7175269,0.1954315,0.5293717,0.90631
0.7756519,0.3254905,0.5203991,1.190631
0.8447176,0.649474,0.4992172,1.420188
0.9005187,1.085504,0.4711048,1.538818
0.9193771,1.529013,0.4343975,1.519656
0.8922994,1.879107,0.3903711,1.372315
0.8277112,2.063686,0.3539832,1.14075
0.7417314,2.056979,0.3520182,0.8920477
0.6462087,1.885103,0.4068428,0.6991144
0.5456337,1.617939,0.5184568,0.6213926
0.4444818,1.349775,0.6607858,0.6886674
0.3558304,1.173449,0.7959756,0.8923646
0.3002574,1.154731,0.8952988,1.186562
0.2937774,1.314088,0.9499231,1.498816
0.3348305,1.620139,0.9650103,1.74837
0.4027419,1.997011,0.9458315,1.866813
0.470243,2.343576,0.8910351,1.81632
0.5202069,2.559906,0.7994767,1.600241
0.5528676,2.573761,0.6825228,1.263624
0.5786113,2.360633,0.567302,0.8827747
0.6045493,1.951657,0.4845764,0.5468875
0.628016,1.427425,0.4499838,0.3355733
0.642582,0.8989923,0.4545052,0.2988289
0.6494506,0.4808736,0.4727997,0.4439506
0.6611732,0.2628922,0.4822772,0.7331876
0.6924283,0.2879689,0.4767412,1.092929
0.7452727,0.5416492,0.4642934,1.432086
0.802926,0.9560484,0.45398,1.66522
0.8389473,1.427264,0.445644,1.734463
0.8349583,1.841745,0.4329368,1.624543
0.7918463,2.104894,0.4157578,1.367035
0.7257143,2.164648,0.4082692,1.032446
0.6533556,2.023867,0.4325397,0.7122398
0.5813349,1.738538,0.5017434,0.4950648
0.5083303,1.402067,0.6074775,0.443594
0.436807,1.119989,0.7228426,0.5775145
0.3807518,0.9816361,0.8189792,0.8678083
0.3598912,1.036003,0.88109,1.243295
0.3843349,1.278367,0.9109534,1.608498
0.4437633,1.650793,0.916036,1.867904
0.5120693,2.05709,0.8974183,1.950768
0.5645417,2.38746,0.8488634,1.829953
0.5931219,2.547444,0.7675935,1.529639
0.6071013,2.482945,0.6651803,1.120134
0.6198811,2.195143,0.5663692,0.7005633
0.6352457,1.741301,0.4949908,0.3740837
0.6458665,1.221231,0.4588809,0.2216118
0.6445966,0.7526581,0.4469274,0.2809828
0.6361868,0.4419456,0.4408394,0.5369243
0.636551,0.3575485,0.4307258,0.9245617
0.6589891,0.5130986,0.4208315,1.345622
0.6999417,0.8643106,0.4214494,1.693285
0.7383331,1.320533,0.4359731,1.879575
0.7501708,1.767924,0.45639,1.857858
0.7262048,2.098558,0.4714824,1.635059
0.6772059,2.237379,0.4795057,1.270119
0.6229902,2.160862,0.4923645,0.8589356
0.5760776,1.901979,0.5264491,0.5098105
0.5352485,1.540775,0.5879922,0.3154149
0.4940745,1.182727,0.6662682,0.3287551
0.4547092,0.930814,0.7409138,0.5490227
0.4320897,0.8583025,0.796394,0.9214894
0.443128,0.9895448,0.8306334,1.351031
0.4904948,1.293556,0.850612,1.726681
0.5566062,1.692068,0.8603294,1.950002
0.6145029,2.079999,0.8535951,1.960741
0.6466876,2.352803,0.818898,1.752785
0.6554208,2.433828,0.7518985,1.376203
0.6560664,2.29459,0.6632256,0.9249533
0.6604527,1.962467,0.5738625,0.5131061
0.6663385,1.514188,0.5017488,0.2456897
0.6624571,1.056451,0.4516788,0.1917129
0.6432918,0.6990594,0.4170072,0.3662362
0.6182012,0.5271413,0.3907203,0.7262243
0.6051032,0.5797601,0.3746864,1.181153
0.6141088,0.8402469,0.3780901,1.616076
0.6365945,1.24085,0.4070008,1.920697
0.6508356,1.68027,0.455409,2.017809
0.6396739,2.049469,0.507014,1.882942
0.6044669,2.259431,0.5466054,1.550769
0.5628924,2.263256,0.5708705,1.106252
0.5331578,2.067453,0.5889775,0.6629632
0.5196178,1.729348,0.6127879,0.3339357
0.5129693,1.341608,0.6461606,0.2026885
0.5038035,1.007809,0.6828263,0.3017354
0.4955108,0.8155367,0.7140749,0.6042675
0.5032434,0.8139635,0.737818,1.0311
0.5393058,1.001562,0.7598077,1.471047
0.5989979,1.327083,0.7856271,1.809623
0.6608337,1.703358,0.8113724,1.958646
0.7017942,2.030304,0.8226582,1.879006
0.7142175,2.221128,0.8036722,1.59096
0.7089822,2.224731,0.7489159,1.16899
0.7027717,2.038955,0.6675357,0.7227628
0.7017561,1.710871,0.5771091,0.3688554
0.6971005,1.32457,0.492938,0.2008136
0.6759589,0.9792502,0.4224204,0.2648673
0.6367733,0.7637717,0.3681527,0.5478688
0.5935153,0.7338698,0.3347778,0.9803981
0.5643339,0.8980912,0.3311366,1.454368
0.5553416,1.215805,0.3643885,1.850541
0.5550629,1.607818,0.431257,2.068878
0.5452832,1.976702,0.5151002,2.054042
0.5183024,2.231575,0.5928315,1.809442
0.4845675,2.310867,0.6468327,1.396339
0.4636308,2.19743,0.6727305,0.9179708
0.4670733,1.922145,0.6777436,0.4932904
0.4893793,1.555288,0.6724302,0.2265489
0.515007,1.188121,0.6638917,0.1809275
0.5343332,0.9095441,0.6555876,0.3627394
0.5528159,0.7835767,0.6517788,0.7203189
0.5845098,0.8339135,0.6598782,1.157703
0.6361963,1.038867,0.6865761,1.559709
0.6976075,1.33824,0.7303027,1.821767
0.7475871,1.649683,0.7773627,1.87687
0.770671,1.890605,0.806439,1.712689
0.7687898,1.999597,0.7992683,1.374553
0.7572762,1.952031,0.7499144,0.9534161
0.7491937,1.765794,0.6663573,0.5623606
0.7429196,1.495877,0.5647923,0.3070004
0.7246479,1.219523,0.4623535,0.2582797
0.6831442,1.015643,0.3737298,0.4339672
0.6223603,0.9441366,0.312127,0.7939948
0.5598326,1.030375,0.2901482,1.250535
0.5123582,1.258573,0.3166287,1.690421
0.4826406,1.575981,0.3904242,2.003827
0.4595572,1.906366,0.4965545,2.112288
0.4316401,2.169378,0.6092247,1.988367
0.4006116,2.300645,0.7013659,1.662383
0.3819148,2.267679,0.7548341,1.21444
0.3913926,2.077335,0.7652879,0.7538275
0.4308033,1.77361,0.7401392,0.3911927
0.4856925,1.425898,0.6929343,0.2107696
0.5376233,1.111389,0.6389343,0.2493811
0.5791655,0.8960615,0.5934843,0.4880067
0.6177186,0.8189958,0.5709502,0.8575261
0.6649259,0.8839865,0.5815408,1.257321
0.7223761,1.060294,0.6261708,1.581568
0.7773807,1.292154,0.6929942,1.746691
0.8129598,1.514268,0.7595136,1.712596
0.8223767,1.669053,0.8003821,1.492662
0.8142073,1.721365,0.7970183,1.149637
0.803051,1.666819,0.7439271,0.7788441
0.7947871,1.531813,0.6492353,0.4832114
0.7804127,1.365399,0.5309352,0.3463255
0.744496,1.225561,0.4120557,0.410746
0.6803011,1.163237,0.3166323,0.6669527
0.5975537,1.20855,0.2659446,1.05566
0.5157101,1.362708,0.2739777,1.483011
0.4494089,1.597474,0.3425147,1.844385
0.399719,1.862198,0.4584907,2.050885
0.3589627,2.096459,0.5961568,2.051645
0.3236212,2.245133,0.7241801,1.846296
0.3020708,2.271788,0.8148132,1.484583
0.3092722,2.167258,0.8512114,1.053384
0.3529839,1.951284,0.8306875,0.6544706
0.4247166,1.667217,0.7638898,0.3789501
0.5042459,1.371044,0.6714929,0.2847971
0.5739128,1.118013,0.5794643,0.3831854
0.6298657,0.9498752,0.5132272,0.637003
0.6804864,0.886272,0.4911599,0.9714928
0.7343301,0.9219751,0.5189731,1.294494
0.7894361,1.030365,0.5873777,1.520559
0.8341084,1.171972,0.6745379,1.592877
0.8577718,1.305704,0.7525705,1.497394
0.8609118,1.399559,0.7955912,1.26571
0.8540453,1.438412,0.7865968,0.9660344
0.8465147,1.426692,0.7215787,0.6848576
0.8359625,1.385746,0.6108022,0.5040105
0.8087768,1.346673,0.4773242,0.4792869
0.7517345,1.340883,0.352345,0.6259408
0.6643787,1.390823,0.2677376,0.9147097
0.5611613,1.503487,0.247062,1.279307
0.4617949,1.667756,0.2982979,1.633346
0.378959,1.856953,0.4113425,1.891962
0.3144243,2.035118,0.5612655,1.993224
0.2658052,2.165599,0.7154223,1.913134
0.2361363,2.219569,0.8414858,1.671132
0.2357754,2.182658,0.9139463,1.324493
0.2741328,2.057766,0.9188702,0.9535826
0.348993,1.863952,0.8572107,0.6414903
0.4439986,1.63173,0.7459765,0.4537502
0.5374742,1.396071,0.6154909,0.4226996
0.6154342,1.189101,0.5016095,0.5408699
0.6776809,1.034054,0.4345788,0.7645522
0.7324009,0.9419941,0.429316,1.026265
0.7852668,0.9116314,0.4814816,1.253038
0.8332369,0.9318151,0.5708133,1.385402
0.8682457,0.9861713,0.6688834,1.392285
0.8860332,1.05796,0.7470824,1.278422
0.8906127,1.134337,0.7820474,1.081915
0.88956,1.208656,0.7595965,0.8635481
0.8845703,1.280754,0.6783769,0.6902091
0.8667595,1.35514,0.5530203,0.6171641
0.8220558,1.438166,0.4137214,0.6735246
0.7425665,1.534704,0.2992591,0.8548292
0.6342046,1.645664,0.244561,1.124039
0.5142876,1.766771,0.2681624,1.421063
0.401639,1.88873,0.366214,1.677892
0.308074,1.998898,0.515629,1.835409
0.2379034,2.083531,0.6832299,1.857769
0.1938829,2.130445,0.8350129,1.740622
0.1820658,2.131061,0.9418072,1.51152
0.2096356,2.081605,0.9823523,1.222338
0.2773631,1.983616,0.9468655,0.9360703
0.3741997,1.843437,0.8419376,0.7113702
0.4802251,1.671402,0.6931117,0.58881
0.5764729,1.480697,0.5402615,0.582133
0.6540057,1.286355,0.4248875,0.6765624
0.7152133,1.104012,0.3748988,0.8343349
0.7672568,0.9489326,0.3953264,1.005544
0.814103,0.8348493,0.4696973,1.1417
0.8540872,0.7725046,0.5697411,1.20811
0.8837184,0.7683209,0.6658324,1.192215
0.9026605,0.8230165,0.7329165,1.105855
0.9138841,0.9311055,0.752107,0.9809954
0.9186274,1.081006,0.7126172,0.8606925
0.911347,1.256402,0.6168121,0.7870547
0.8804911,1.438592,0.4853129,0.7901604
0.8156293,1.609572,0.3554827,0.8801111
0.7156492,1.754988,0.270054,1.044498
0.5913723,1.866571,0.2602295,1.25154
0.4609136,1.943003,0.3330331,1.458047
0.341888,1.98911,0.470409,1.619876
0.2466158,2.013581,0.6392489,1.702561
0.1825739,2.025397,0.8041725,1.689089
0.1553615,2.030373,0.935256,1.583202
0.1694013,2.028517,1.00928,1.407861
0.2247838,2.01313,1.010061,1.199024
0.3134435,1.97249,0.9328341,0.9968718
0.419276,1.89318,0.7912848,0.8366709
0.5236598,1.765043,0.6197905,0.7411298
0.6130376,1.585756,0.4647433,0.7166698
0.6831708,1.36431,0.3668159,0.7534615
0.7375721,1.121621,0.3446379,0.8296192
0.782237,0.8882225,0.3899814,0.9177319
0.8211996,0.6988158,0.4763022,0.9922986
0.8556956,0.5853141,0.5729538,1.035779
0.8857645,0.5695455,0.6546872,1.042524
0.9111572,0.6576429,0.7028535,1.01903
0.92988,0.8378257,0.703396,0.98119
0.9360215,1.082077,0.648929,0.9494285
0.9198742,1.351715,0.5463227,0.9428652
0.8718365,1.605649,0.4224442,0.9742103
0.7878653,1.809213,0.319402,1.046496
0.6729848,1.941586,0.2780818,1.152225
0.5404675,1.99962,0.3192771,1.275214
0.4076728,1.997368,0.4348808,1.394272
0.2914775,1.961027,0.5945178,1.487847
0.2055644,1.920792,0.7611627,1.538576
0.1594799,1.901541,0.9038365,1.536665
0.1579007,1.915246,1.000544,1.481368
0.1993827,1.956802,1.034885,1.380898
0.2755326,2.004827,0.995568,1.250258
0.3722219,2.027459,0.8832384,1.108289
0.4733526,1.991463,0.7190161,0.9741254
0.5655041,1.872769,0.5442086,0.8640631
0.6411746,1.665035,0.4062999,0.7893117
0.6991913,1.38423,0.3382706,0.7546854
0.7429273,1.067514,0.3449662,0.7586816
0.7779585,0.7663763,0.4056382,0.7944045
0.8100473,0.5355609,0.4891072,0.851388
0.8433817,0.4203288,0.568905,0.9176374
0.8787354,0.4454037,0.6281715,0.981894
0.912031,0.6084317,0.6553163,1.035505
0.9344556,0.8797733,0.6401431,1.073839
0.9349909,1.208813,0.578266,1.096849
0.9044053,1.535595,0.4811499,1.108788
0.8388008,1.804612,0.3805156,1.117138
0.7410331,1.977521,0.3187299,1.130587
0.6199281,2.041675,0.3284895,1.156774
0.4886411,2.011614,0.4156198,1.199956
0.3630787,1.92393,0.5574528,1.259181
0.2601209,1.826117,0.716896,1.327676
0.1946711,1.762855,0.8604167,1.393383
0.1756449,1.762946,0.9666111,1.441158
0.202736,1.830645,1.02275,1.455895
0.2662952,1.943856,1.018258,1.426318
0.3510387,2.059783,0.9458658,1.348262
0.441592,2.126586,0.8114744,1.226986
0.5265985,2.098186,0.6425181,1.077103
0.5996462,1.948298,0.4832697,0.9206808
0.6579123,1.679764,0.3760747,0.7832269
0.7011935,1.326568,0.340919,0.6883766
0.7323222,0.9478891,0.3681629,0.6526937
0.7577397,0.6148799,0.4292449,0.6815551
0.7857614,0.3941846,0.4954421,0.7674699
0.821958,0.331605,0.5497879,0.8914312
0.8643703,0.4406659,0.5851478,1.0269
0.9024897,0.6987512,0.5954495,1.14588
0.9215734,1.052166,0.572614,1.225619
0.9096724,1.428815,0.5145991,1.254073
0.8625708,1.755614,0.4366661,1.232967
0.7838239,1.975876,0.372385,1.177459
0.6813247,2.062536,0.3589922,1.112006
0.5644879,2.023592,0.4160341,1.063973
0.4444813,1.898461,0.533511,1.055943
0.3359766,1.746181,0.6787992,1.099144
0.2562911,1.628466,0.8158499,1.189502
0.2200536,1.592234,0.9210834,1.307681
0.2321051,1.656181,0.9849468,1.423274
0.2842016,1.804976,1.002667,1.502345
0.3588715,1.992945,0.9672601,1.516309
0.4380633,2.156126,0.8743002,1.449978
0.5104055,2.22988,0.734168,1.306766
0.5722203,2.167213,0.5780891,1.109194
0.623391,1.95307,0.4481776,0.8946087
0.6632123,1.610643,0.3762526,0.7068469
0.69078,1.197731,0.3673226,0.5857336
0.7089149,0.7939786,0.4006835,0.5572695
0.7262196,0.4820522,0.4470234,0.6267776
0.7531892,0.3274919,0.4865884,0.7771333
0.7940825,0.3622675,0.5144091,0.9725208
0.8412561,0.5767579,0.5314789,1.167019
0.8775065,0.9218145,0.5341959,1.315957
0.8855589,1.320766,0.5147047,1.387182
0.8574383,1.688356,0.4725035,1.36926
0.7968272,1.95166,0.4249644,1.274458
0.7138055,2.067732,0.4035699,1.135597
0.6178213,2.033382,0.4356946,0.9974394
0.5158891,1.884494,0.5257157,0.9047923
0.4164945,1.685207,0.6510963,0.8901506
0.3337542,1.509778,0.776685,0.9646208
0.2851167,1.421785,0.8749529,1.114067
0.2824402,1.456392,0.9358823,1.301974
0.3233584,1.610322,0.96071,1.478438
0.3909401,1.841995,0.9492921,1.592971
0.463002,2.082579,0.8956498,1.608051
0.5240588,2.25428,0.7970375,1.509623
0.5707317,2.291775,0.6668691,1.311858
0.6073373,2.160754,0.5366576,1.054761
0.6372916,1.868629,0.441575,0.7948743
0.6592187,1.464676,0.3999907,0.5915845
0.6710183,1.029122,0.403834,0.4920969
0.6767459,0.6538229,0.4278041,0.5193227
0.6878519,0.4198555,0.4491184,0.6656625
0.7154253,0.3770705,0.4608834,0.8944818
0.7595448,0.5317049,0.4690449,1.149121
0.8055853,0.8446327,0.4788221,1.367023
0.8319695,1.241259,0.4856413,1.495782
0.8236618,1.63017,0.4803428,1.506628
0.7806028,1.92624,0.4631396,1.401786
0.7146163,2.071578,0.4511733,1.214272
0.6389856,2.049645,0.4700498,0.9989904
0.5608077,1.888124,0.5347315,0.8185774
0.4828061,1.650655,0.6362198,0.7265994
0.4113189,1.418766,0.7458827,0.7530891
0.3605746,1.269561,0.8340489,0.8961421
0.34688,1.254499,0.8867893,1.121591
0.3765119,1.385125,0.9074351,1.37144
0.4382701,1.629549,0.9041279,1.578721
0.5084107,1.920598,0.8771698,1.685079
0.5649627,2.173652,0.8194077,1.656388
0.5998298,2.309392,0.7288518,1.492379
0.6190938,2.275393,0.6200517,1.227703
0.6326886,2.061306,0.5211946,0.9237757
0.6439738,1.702849,0.4573864,0.6535487
0.6490288,1.274033,0.4340265,0.4830174
0.6452718,0.8690871,0.4352519,0.4540754
0.6394711,0.5790355,0.4386026,0.5735467
0.6456201,0.468843,0.433039,0.8110444
0.6730631,0.5608019,0.4245843,1.106346
0.715722,0.8290216,0.4259429,1.384757
0.7530047,1.20598,0.4416157,1.576082
0.7631206,1.599865,0.4632466,1.633015
0.7379391,1.917799,0.4796228,1.543333
0.6868134,2.089463,0.4907812,1.333206
0.6271366,2.084555,0.5113443,1.060585
0.5708704,1.919811,0.5586016,0.8000093
0.5195992,1.653539,0.635606,0.6232772
0.471599,1.369646,0.7250815,0.5801877
0.4323053,1.154701,0.8002418,0.6852892
0.4161664,1.07462,0.8431025,0.9136229
0.4364149,1.156919,0.8544328,1.206752
0.4916391,1.383089,0.8471216,1.487847
0.5623405,1.693392,0.8307648,1.681536
0.6220551,2.002481,0.8024621,1.733956
0.6542107,2.222344,0.7526912,1.627224
0.6608771,2.285717,0.6795137,1.384645
0.6561062,2.164498,0.596645,1.065323
0.6513682,1.878087,0.5263314,0.7492188
0.646725,1.48898,0.4830805,0.5167494
0.6354408,1.087664,0.4631318,0.4277455
0.616187,0.7693231,0.4497725,0.5058602
0.5994249,0.6097428,0.4295529,0.73193
0.6003974,0.6458974,0.4046918,1.048675
0.6245187,0.8663327,0.3903516,1.37517
0.659213,1.214242,0.400039,1.6277
0.6810171,1.601973,0.4331293,1.741331
0.6727406,1.933581,0.4760633,1.686985
0.6359251,2.129473,0.5156583,1.479097
0.5879708,2.14645,0.5510793,1.172049
0.5471826,1.988459,0.5927921,0.8461718
0.5198684,1.704954,0.6496133,0.5868386
0.5007621,1.37736,0.7163136,0.4623632
0.4850272,1.097277,0.7744411,0.5057406
0.4785888,0.9422676,0.8058779,0.706099
0.4954726,0.9553855,0.8069551,1.011199
0.5438226,1.133877,0.7901044,1.340999
0.6139365,1.430011,0.7716391,1.608484
0.6808188,1.763856,0.7573501,1.742377
0.7202885,2.044396,0.738982,1.706219
0.7251595,2.193817,0.7045043,1.508021
0.7073944,2.168256,0.6516937,1.198656
0.6851199,1.969623,0.5918922,0.8587909
0.6669571,1.645509,0.5405689,0.5779942
0.6479722,1.27695,0.5039727,0.431429
0.6200114,0.9578126,0.4751405,0.4599099
0.5850076,0.769987,0.442989,0.6589052
0.5571985,0.7623351,0.4059655,0.9793591
0.5512325,0.9378408,0.3768586,1.340039
0.5672349,1.252628,0.3736455,1.648381
0.5878262,1.627333,0.4047147,1.824472
0.5909809,1.967346,0.46165,1.821745
0.5678423,2.187329,0.5259614,1.639389
0.5296768,2.232903,0.5832185,1.322643
0.4978332,2.094534,0.6314281,0.9513848
0.4863701,1.809643,0.6767465,0.6194151
0.4931218,1.452544,0.7218329,0.4102921
0.5067533,1.115058,0.7589903,0.3757536
0.5215966,0.8824517,0.7754395,0.5221783
0.5449714,0.8116626,0.7655818,0.8091684
0.5892536,0.9166282,0.7383039,1.159816
0.6561324,1.165288,0.7115631,1.481279
0.728965,1.488523,0.698549,1.688858
0.7815471,1.79863,0.6976195,1.72824
0.7965695,2.012691,0.6949209,1.589949
0.7774138,2.074396,0.6768214,1.311834
0.7429053,1.968846,0.6407332,0.9693666
0.7101987,1.726423,0.5951457,0.6557669
0.6818619,1.414536,0.550039,0.457611
0.6483813,1.119787,0.5079924,0.4319009
0.6026904,0.9251139,0.4649552,0.5907029
0.5515225,0.8876178,0.4194273,0.8976175
0.512001,1.023453,0.3804719,1.276722
0.4963446,1.303178,0.3654323,1.632034
0.4995884,1.65907,0.3881575,1.872087
0.5027205,2.002493,0.4477731,1.933841
0.4892762,2.246479,0.527789,1.799049
0.4602183,2.32815,0.6064575,1.49912
0.4335658,2.224732,0.6693364,1.107211
0.4291891,1.95926,0.7136878,0.7196397
0.4526974,1.594546,0.7428876,0.4309956
0.4931114,1.216973,0.7577753,0.3099887
0.5355424,0.9145577,0.7544473,0.3819913
0.5758398,0.7545354,0.7304111,0.6226862
0.6227715,0.7669808,0.6922191,0.9648526
0.6856666,0.9378174,0.655832,1.316039
0.7598147,1.213686,0.6373834,1.583034
0.8246096,1.516541,0.641854,1.696215
0.8571891,1.764753,0.6592064,1.627749
0.8497087,1.894648,0.6714914,1.398951
0.8144079,1.877007,0.6648569,1.07443
0.7719665,1.724267,0.636796,0.74519
0.7340789,1.486817,0.5937087,0.5044007
0.6962157,1.238892,0.5432811,0.4227554
0.6466257,1.058483,0.4897407,0.52961
0.5820504,1.006272,0.4363845,0.8046969
0.514529,1.108945,0.3913876,1.182954
0.4624722,1.351728,0.3693432,1.570851
0.4346364,1.681448,0.3847242,1.870548
0.4226056,2.020012,0.4417109,2.004904
0.4095139,2.284127,0.5288684,1.937486
0.386941,2.406307,0.6236989,1.682064
0.3642253,2.3524,0.7037711,1.299236
0.3611981,2.129891,0.7560481,0.8809904
0.3910125,1.786238,0.7783325,0.5271403
0.4489827,1.396569,0.7742921,0.3200597
0.5173802,1.045031,0.7481063,0.3038335
0.5811322,0.8040014,0.7044324,0.4735252
0.6392543,0.7165878,0.6519399,0.7770886
0.7012598,0.787036,0.6049511,1.129504
0.7725301,0.9812879,0.5789934,1.435262
0.8434429,1.237148,0.5820916,1.61358
0.8932944,1.481577,0.6088542,1.619407
0.9060163,1.650183,0.6423881,1.455076
0.8830471,1.704054,0.6632862,1.169448
0.8412708,1.639214,0.6591176,0.8446486
0.7979955,1.48715,0.6282191,0.5746121
0.7568755,1.305104,0.57703,0.4395923
0.7077521,1.160083,0.5150407,0.4850936
0.63998,1.11023,0.4525047,0.7092474
0.5561324,1.18851,0.4012395,1.062913
0.4728196,1.39317,0.3752609,1.461843
0.4080883,1.687354,0.3874376,1.807969
0.3672659,2.007778,0.4428178,2.014689
0.341193,2.280583,0.5333805,2.028823
0.3180887,2.439658,0.6389457,1.844349
0.2976971,2.443327,0.7345286,1.503888
0.2937914,2.284734,0.7997195,1.087821
0.3223855,1.993333,0.8244607,0.6939295
0.3866404,1.627706,0.8092385,0.4124834
0.4725207,1.260987,0.7617943,0.3039246
0.5592745,0.9632415,0.694082,0.3837599
0.6348386,0.7849892,0.6210338,0.6198102
0.7018916,0.7462473,0.5593432,0.9413609
0.7695933,0.8334579,0.5240497,1.258272
0.8394786,1.004962,0.5231108,1.484736
0.8996085,1.203582,0.5530035,1.561862
0.9328285,1.372278,0.5990671,1.472716
0.9310305,1.469412,0.6409704,1.24649
0.9020883,1.479023,0.660721,0.9502738
0.8622736,1.414149,0.6486711,0.6710878
0.8216141,1.312075,0.6054308,0.4927185
0.7758455,1.22298,0.5402777,0.4732557
0.7125117,1.195547,0.4682975,0.629563
0.6253625,1.262674,0.4075412,0.932279
0.5234168,1.43173,0.375839,1.31292
0.4262851,1.681532,0.386478,1.681191
0.3503131,1.966674,0.4434733,1.947715
0.2986622,2.228534,0.5387181,2.046851
0.2640988,2.409415,0.6531409,1.953083
0.2411823,2.466574,0.761885,1.687493
0.2352559,2.382703,0.8414708,1.312091
0.2592793,2.169872,0.8757403,0.9140586
0.3210584,1.866395,0.8592112,0.5837783
0.4132815,1.527634,0.7976013,0.3922105
0.5159678,1.212784,0.7062835,0.3737979
0.6095984,0.9715676,0.6071088,0.5186278
0.687093,0.8337776,0.5233087,0.7764757
0.7542235,0.8040592,0.4733649,1.070603
0.8188811,0.8634413,0.465584,1.318472
0.8798846,0.976333,0.4957669,1.453493
0.9260827,1.101441,0.5490912,1.442173
0.9459275,1.203138,0.6053693,1.292344
0.9380455,1.260678,0.6448894,1.050668
0.9120766,1.27271,0.6533685,0.7896742
0.8790003,1.256185,0.6250436,0.5883499
0.840248,1.240464,0.5644198,0.5110819
0.7862648,1.25772,0.4864254,0.5903808
0.706353,1.333018,0.4137471,0.818119
0.6007533,1.476188,0.3708711,1.146994
0.4840167,1.678078,0.376032,1.502541
0.3767649,1.911655,0.4345607,1.801708
0.2933352,2.137725,0.536878,1.973484
0.2364625,2.314165,0.6619434,1.976983
0.2026358,2.405462,0.7838554,1.811068
0.1916188,2.391004,0.8781327,1.5145
0.2100412,2.269454,0.9260285,1.155616
0.2650884,2.058823,0.9171944,0.8151925
0.3544992,1.792046,0.8521502,0.5663447
0.4629589,1.509484,0.7442317,0.4567809
0.5692615,1.250301,0.6185003,0.4980544
0.6585403,1.04488,0.5056925,0.6639045
0.729156,0.9097504,0.4321722,0.8985567
0.7886929,0.8465465,0.4108616,1.132125
0.8435077,0.8441526,0.4377421,1.299176
0.8917204,0.883798,0.495667,1.355823
0.9256425,0.9447892,0.5621893,1.290074
0.9388403,1.011747,0.6167462,1.126106
0.9334383,1.07611,0.6436204,0.9148506
0.9160814,1.138278,0.6334176,0.7214717
0.8898468,1.205631,0.584952,0.6075736
0.8491109,1.288697,0.5082597,0.6147064
0.7832344,1.396633,0.4256406,0.7533858
0.6866349,1.533176,0.3668507,1.000076
0.5662895,1.69414,0.3583917,1.302793
0.4402757,1.867297,0.4120459,1.594211
0.3285167,2.034248,0.5196735,1.808261
