Jakarta,Surabaya,Semarang,Cilacap
0.4371553,1.794814,0.6695989,0.5526627
0.5447893,1.270621,0.6462374,0.4227468
0.6483527,0.7716459,0.6428931,0.4192185
0.7452985,0.3824898,0.6354039,0.5322694
0.8436203,0.1652607,0.6070137,0.7257691
0.9506499,0.1457134,0.55861,0.9467147
1.060316,0.3082069,0.5023842,1.138588
1.150224,0.6010196,0.4478801,1.25603
1.193386,0.9497573,0.3943153,1.275949
1.174837,1.276649,0.3373818,1.203661
1.099216,1.519468,0.2824834,1.071133
0.984034,1.646398,0.2499102,0.9284286
0.845416,1.662487,0.2646548,0.8299829
0.6907157,1.606153,0.3379862,0.8198725
0.5235259,1.536915,0.457198,0.9189237
0.3551249,1.516839,0.5924206,1.117938
0.2086793,1.592557,0.71483,1.378587
0.1099434,1.779585,0.8110764,1.642012
0.07158871,2.056414,0.882008,1.843077
0.08486191,2.367789,0.9306334,1.926719
0.127127,2.637746,0.9518051,1.86246
0.1789172,2.788786,0.9353548,1.653192
0.2359847,2.762126,0.8788257,1.335614
0.30653,2.534323,0.7967277,0.9725561
0.3973313,2.125516,0.715415,0.6381829
0.5033129,1.596701,0.6564044,0.4006669
0.6099988,1.037919,0.6224164,0.3056362
0.7064964,0.5471379,0.5981724,0.3652403
0.7948973,0.2091564,0.5651677,0.5552618
0.8863098,0.07568856,0.5169204,0.8216693
0.9859864,0.1546361,0.4617685,1.094465
1.081635,0.4093715,0.4124929,1.305223
1.146825,0.7688884,0.3736963,1.404852
1.157487,1.146604,0.3402331,1.375904
1.107597,1.46156,0.3074311,1.236835
1.010894,1.658558,0.2825394,1.037063
0.8878213,1.720749,0.2847757,0.8435538
0.7512427,1.671614,0.3321523,0.7230858
0.6035129,1.566978,0.4263825,0.7238537
0.4471245,1.477395,0.5491653,0.8617561
0.2962471,1.467959,0.6733987,1.115128
0.1764629,1.578182,0.7792528,1.428853
0.1105561,1.810006,0.8616138,1.727691
0.1028264,2.124597,0.9236012,1.934896
0.1364763,2.451369,0.9646586,1.99194
0.1870285,2.705244,0.9755915,1.874152
0.2404176,2.808253,0.946324,1.597948
0.2998012,2.71094,0.8781573,1.217897
0.3760605,2.406075,0.7883224,0.8142836
0.4723794,1.933423,0.7007655,0.4737799
0.5775805,1.371528,0.6310325,0.268532
0.6750281,0.8209723,0.5779313,0.2383113
0.7571957,0.3813176,0.5293006,0.3810781
0.8314487,0.1281241,0.4758037,0.6536607
0.9102692,0.09636532,0.4201429,0.9829432
0.9946336,0.2726914,0.3736065,1.284494
1.066917,0.600684,0.3446882,1.48375
1.100398,0.9955275,0.3310668,1.535766
1.078247,1.365711,0.3235546,1.43577
1.004629,1.636003,0.3175623,1.220513
0.8993992,1.764975,0.3208652,0.9581644
0.7815848,1.754259,0.3493035,0.7304739
0.6577198,1.645203,0.413939,0.6108394
0.5257092,1.506632,0.5105474,0.644381
0.3886051,1.413792,0.6215237,0.8354482
0.2638979,1.427012,0.7273019,1.145315
0.1772724,1.573732,0.8175598,1.501081
0.1454607,1.839466,0.8918337,1.813837
0.1638825,2.170367,0.950975,2.001294
0.2106133,2.485693,0.98859,2.00889
0.263944,2.698581,0.9920077,1.824532
0.3173992,2.738864,0.9522673,1.482635
0.3798776,2.571669,0.8737803,1.056465
0.4611396,2.208688,0.7743096,0.6406283
0.5581475,1.70637,0.6745368,0.3277221
0.6545473,1.154895,0.5863989,0.1858369
0.7344771,0.656786,0.5099744,0.2414811
0.795879,0.3037249,0.4405658,0.4734813
0.850709,0.1551936,0.3784866,0.8182314
0.9104569,0.2253347,0.3315928,1.186285
0.971288,0.4810639,0.3086285,1.485036
1.012691,0.8511819,0.3102522,1.642189
1.012277,1.244725,0.3269918,1.624056
0.9628534,1.574571,0.3467724,1.443879
0.8774807,1.777811,0.3650946,1.158155
0.7775003,1.831059,0.3887616,0.8515732
0.6763667,1.753458,0.429596,0.6144212
0.5734375,1.600501,0.4938443,0.5192589
0.4638704,1.446583,0.5767887,0.601079
0.352946,1.364243,0.6668498,0.8477709
0.2605412,1.403108,0.7540175,1.202409
0.2095504,1.575842,0.8346198,1.577224
0.2089312,1.853534,0.9079962,1.876044
0.2467221,2.172092,0.9690936,2.018699
0.3002062,2.448697,1.005351,1.961885
0.3536269,2.603107,1.002057,1.711061
0.4081231,2.578677,0.9520329,1.319548
0.4746283,2.358303,0.8617571,0.8761477
0.5583229,1.969764,0.7482044,0.4828378
0.6490401,1.481054,0.6298702,0.2300672
0.7279142,0.9844252,0.5190672,0.1737859
0.7828267,0.5752968,0.4218093,0.3219844
0.8180937,0.3298745,0.3425451,0.6326652
0.8483507,0.2875693,0.288354,1.024852
0.8825376,0.4427827,0.266491,1.399248
0.9129473,0.7471782,0.2784579,1.66335
0.9201171,1.122951,0.3157206,1.754834
0.8892888,1.482305,0.3629018,1.657136
0.8233236,1.749493,0.4062932,1.403255
0.7400437,1.878379,0.441285,1.066836
0.6576851,1.862609,0.4728983,0.7425558
0.581441,1.735601,0.5099297,0.5217476
0.5047377,1.558936,0.5579066,0.4683969
0.4222772,1.405427,0.6170558,0.6021183
0.3423254,1.338168,0.6847427,0.892942
0.285052,1.393527,0.7590207,1.268588
0.2682306,1.570526,0.8380438,1.633012
0.2929941,1.830794,0.916277,1.890716
0.3433352,2.108442,0.9811874,1.971499
0.3995865,2.326501,1.015424,1.84876
0.4534499,2.418025,1.003995,1.546555
0.5109684,2.342841,0.9418072,1.134129
0.581117,2.099797,0.8362399,0.7088145
0.6619419,1.727448,0.7036527,0.3717437
0.7379114,1.295942,0.5629636,0.2025291
0.7909036,0.890729,0.4313502,0.2394428
0.8148817,0.5920536,0.3231529,0.4699626
0.8197113,0.4567321,0.2503768,0.8343232
0.8208186,0.5045122,0.2213111,1.240575
0.8240943,0.7146556,0.2372245,1.588064
0.8205394,1.031956,0.2895698,1.792847
0.7954697,1.380649,0.3615706,1.808478
0.7433512,1.683725,0.4341065,1.637617
0.6743742,1.880819,0.4929521,1.33038
0.6063432,1.942769,0.5330375,0.9713654
0.5503809,1.876535,0.5578877,0.6574342
0.5034934,1.721835,0.5761092,0.4725595
0.4554747,1.538964,0.597378,0.4664567
0.4027858,1.392398,0.6302721,0.641562
0.3559557,1.332889,0.6809328,0.9530011
0.3332572,1.38406,0.7510134,1.319427
0.3459853,1.5365,0.8353591,1.644695
0.389358,1.750374,0.920586,1.842353
0.4471259,1.965873,0.9875156,1.857811
0.5052406,2.11923,1.016512,1.682729
0.5617232,2.159323,0.9938568,1.356932
0.6234456,2.061847,0.9162557,0.9589579
0.6940039,1.835643,0.7915627,0.5860033
0.764435,1.521509,0.6370385,0.3295563
0.8167943,1.182726,0.475584,0.2524087
0.8370884,0.8898439,0.33213,0.3729863
0.8260824,0.7041828,0.2288031,0.6609998
0.7976135,0.6629233,0.180462,1.045106
0.7663113,0.7711259,0.1906433,1.431135
0.736028,1.000804,0.2505505,1.725809
0.6997617,1.298526,0.34184,1.85994
0.6499978,1.59843,0.4420665,1.80549
0.5894331,1.838071,0.5307337,1.5818
0.5310564,1.97338,0.593715,1.250364
0.4880706,1.987463,0.6254814,0.898343
0.4628298,1.893613,0.6298692,0.6161908
0.4460898,1.730162,0.6189493,0.474737
0.4270089,1.549543,0.6103862,0.5071264
0.4046994,1.4043,0.6218884,0.701302
0.3905357,1.33334,0.6647897,1.003059
0.3987866,1.352891,0.738844,1.33082
0.4347709,1.452421,0.831383,1.596761
0.4907752,1.598861,0.9212307,1.729264
0.5536029,1.745243,0.9852452,1.691435
0.6150722,1.844012,1.004228,1.490457
0.6762394,1.859378,0.9666169,1.175792
0.7409257,1.776824,0.8704012,0.8263981
0.8057235,1.607452,0.7246124,0.5305859
0.8569163,1.385056,0.5497238,0.3639624
0.8779227,1.158484,0.3757463,0.3700184
0.8611384,0.9794218,0.2355251,0.5498062
0.8134134,0.8900483,0.1554455,0.8612489
0.750514,0.9132047,0.1468827,1.230302
0.6858696,1.046524,0.2036695,1.569238
0.6234552,1.263727,0.3060764,1.798765
0.5610341,1.520397,0.4284791,1.866979
0.498466,1.764926,0.5462777,1.76225
0.4432661,1.950038,0.6393578,1.5151
0.4063591,2.043093,0.6939734,1.189676
0.3933138,2.033024,0.7050679,0.867497
0.3986744,1.931464,0.6792511,0.6263688
0.4100785,1.76884,0.6358202,0.5214033
0.4184787,1.586191,0.6017852,0.5714896
0.4253894,1.42475,0.6015729,0.7554717
0.4408619,1.31673,0.6461667,1.018708
0.4744876,1.277615,0.728415,1.287277
0.5273334,1.304296,0.8269227,1.487778
0.592217,1.37659,0.9150805,1.565699
0.6601738,1.464163,0.9695233,1.499731
0.7271617,1.534108,0.9735798,1.306558
0.793146,1.560532,0.9180397,1.036314
0.8562221,1.531043,0.802001,0.7599504
0.9068853,1.449773,0.6369392,0.5506163
0.9303717,1.336529,0.449226,0.4653361
0.9148602,1.221541,0.2768701,0.5306216
0.8596602,1.138179,0.1582017,0.735761
0.7758563,1.114575,0.1177427,1.035811
0.6797022,1.166304,0.1577839,1.362473
0.5840951,1.292844,0.2601799,1.641257
0.4957673,1.476388,0.3963253,1.809289
0.4181485,1.686322,0.5375915,1.830705
0.3566276,1.884838,0.660203,1.70449
0.3186206,2.035481,0.7456269,1.463981
0.3092794,2.110572,0.7806703,1.168033
0.3259304,2.096803,0.7622225,0.8859316
0.358252,1.997748,0.7027184,0.680467
0.3941983,1.832551,0.6306514,0.5926875
0.4275487,1.631539,0.5809988,0.6327323
0.4607224,1.42969,0.5797822,0.7788208
0.5009438,1.25926,0.632037,0.9834495
0.5535452,1.143352,0.7211096,1.186822
0.6183222,1.092149,0.8185088,1.331955
0.6905283,1.101793,0.896543,1.379681
0.7651738,1.156391,0.9349628,1.318025
0.8384541,1.233012,0.9208796,1.164818
0.9061588,1.307412,0.846653,0.9627962
0.9599664,1.360417,0.7130633,0.7683095
0.9876172,1.382322,0.535669,0.6368693
0.9771759,1.375011,0.3482663,0.6089005
0.9235443,1.351393,0.1952722,0.6998289
0.8317667,1.331265,0.1152312,0.8958071
0.7150842,1.33647,0.1247649,1.157174
0.5896317,1.384455,0.2133806,1.428143
0.4695092,1.483227,0.3522341,1.649934
0.3655976,1.628048,0.5083194,1.774942
0.2864447,1.801083,0.6542972,1.777453
0.238595,1.974462,0.769556,1.659239
0.2253086,2.115377,0.8369788,1.448459
0.2439156,2.193119,0.8446476,1.192325
0.285854,2.185993,0.7932817,0.9456139
0.3396471,2.086088,0.7034446,0.7574833
0.3959747,1.902559,0.6123021,0.6607121
0.4509512,1.659766,0.5587204,0.6645148
0.5059791,1.393678,0.564398,0.7540259
0.5648956,1.144452,0.6245073,0.8950719
0.6306918,0.9490264,0.713413,1.043727
0.7042782,0.8334276,0.7998502,1.157824
0.7840404,0.8081075,0.8597019,1.207072
0.8661703,0.8662742,0.8781303,1.180912
0.9437354,0.986279,0.8455063,1.09019
1.006407,1.136993,0.7554338,0.9640404
1.041936,1.28554,0.6108242,0.8420946
1.039245,1.405026,0.4330319,0.764113
0.9924425,1.480925,0.2624986,0.7601357
0.9029881,1.513528,0.146138,0.8423915
0.7794501,1.518,0.1164909,1.002273
0.6356437,1.518464,0.1774356,1.212008
0.4879811,1.541538,0.3057402,1.430574
0.3535158,1.607643,0.4659643,1.61355
0.2472885,1.724205,0.6262492,1.722721
0.1798487,1.881935,0.7640256,1.734939
0.1546613,2.055294,0.8621763,1.646798
0.167802,2.207269,0.9048834,1.475428
0.2099767,2.29782,0.8821925,1.254072
0.2703447,2.293542,0.8006956,1.024682
0.3398327,2.176908,0.6893442,0.8287147
0.4124772,1.951626,0.5912593,0.6979546
0.4850289,1.643979,0.5434337,0.6485425
0.5564882,1.298703,0.5582806,0.6780392
0.6279085,0.9701346,0.6202274,0.7674794
0.7024518,0.7109958,0.6983475,0.8865428
0.7834067,0.5612128,0.7642486,1.001341
0.8710248,0.5393819,0.8007881,1.082893
0.9591281,0.6391548,0.7990653,1.113738
1.035168,0.8311285,0.7513985,1.091969
1.08388,1.070197,0.6521052,1.03108
1.092762,1.306787,0.5072875,0.9562642
1.056076,1.498443,0.3440702,0.8979171
0.9749316,1.619815,0.2070928,0.8835687
0.8556061,1.667917,0.1399662,0.9308104
0.7077103,1.661689,0.1638011,1.042252
0.5448147,1.635802,0.2681503,1.204406
0.385062,1.628901,0.4203872,1.388935
0.2489197,1.673363,0.5846776,1.56
0.1539538,1.783907,0.7349746,1.681295
0.1084942,1.951904,0.8550175,1.724103
0.10939,2.146048,0.9303979,1.674433
0.145316,2.318567,0.9461943,1.536167
0.2035703,2.417396,0.895482,1.330874
0.2752758,2.399048,0.7916232,1.093617
0.3555508,2.241451,0.6705518,0.8655576
0.4407945,1.951251,0.576378,0.685361
0.5262904,1.5647,0.5387527,0.5810994
0.608221,1.141272,0.5584242,0.5645295
0.6866879,0.751544,0.6116976,0.6289469
0.766921,0.4616418,0.66822,0.7511905
0.8545309,0.3188497,0.7071651,0.8977014
0.9485751,0.340661,0.7201118,1.032416
1.037751,0.5117577,0.7024709,1.125612
1.103589,0.7878485,0.6470337,1.160694
1.129107,1.106931,0.5485648,1.138461
1.106194,1.404295,0.4168331,1.076015
1.036534,1.628299,0.2835078,1.002682
0.9274641,1.751959,0.192779,0.9519068
0.786924,1.778476,0.1794515,0.9525531
0.6239897,1.738423,0.2501333,1.02053
0.4523011,1.679907,0.3822895,1.153818
0.2926702,1.654005,0.5398282,1.331685
0.1683515,1.699426,0.6924594,1.518589
0.09600071,1.82995,0.8228517,1.672031
0.07781416,2.029544,0.9203465,1.752586
0.1025118,2.253875,0.9718287,1.733539
0.1537742,2.441986,0.9629763,1.608265
0.2199647,2.530943,0.8908649,1.392812
0.2970916,2.473333,0.7752503,1.123266
0.3845265,2.250811,0.6555618,0.848229
0.4785241,1.88137,0.5716064,0.6184844
0.5716624,1.417501,0.5420238,0.4753386
0.6578927,0.9357846,0.5571273,0.4413675
0.7388333,0.5203094,0.5902457,0.515394
0.8224747,0.2438317,0.6175497,0.6730137
0.9150259,0.1509506,0.6288033,0.872473
1.011283,0.2485549,0.6232392,1.065242
1.093395,0.5046221,0.5980428,1.207484
1.13934,0.85674,0.5448197,1.271441
1.134951,1.227732,0.4590384,1.251495
1.079847,1.544395,0.3537609,1.165765
0.9834837,1.755336,0.2621855,1.050931
0.8561666,1.842101,0.2231095,0.9524546
0.7050388,1.82193,0.258489,0.9122746
0.5374971,1.741281,0.3611903,0.9569742
0.3685827,1.661179,0.5015921,1.090003
0.2218421,1.639239,0.6471389,1.289357
0.1212193,1.712026,0.7772727,1.511821
0.07835069,1.883945,0.8835629,1.70331
0.08693147,2.123902,0.9586514,1.811936
0.1286714,2.372493,0.9890627,1.801546
0.1865199,2.556633,0.9613501,1.661403
0.2538719,2.608938,0.8769083,1.410381
0.3327664,2.486525,0.7599942,1.093426
0.4246495,2.183749,0.6490003,0.7720777
0.5234359,1.736592,0.5751611,0.5102115
0.6182584,1.21601,0.5458146,0.3588237
0.703211,0.7132726,0.5448153,0.3442189
0.7828032,0.3185187,0.549126,0.4617181
0.8675541,0.101017,0.5456422,0.6768781
0.9612513,0.09273109,0.5348523,0.9342034
1.052396,0.2816727,0.5204934,1.171017
1.117655,0.6156983,0.4985973,1.3331
1.135525,1.015946,0.4586811,1.388202
1.099092,1.396776,0.3969836,1.333875
1.017035,1.686333,0.3284116,1.197936
0.9041023,1.843709,0.2839269,1.030605
0.7702067,1.867337,0.2927651,0.891022
0.6194097,1.793027,0.3632448,0.8314409
0.4581658,1.682297,0.4782834,0.8824827
0.3036402,1.603391,0.6083018,1.044226
0.1814099,1.611972,0.7296811,1.284934
0.1124711,1.733536,0.8332077,1.548199
0.1004636,1.955671,0.9167841,1.766815
0.1302791,2.229366,0.973524,1.879664
0.1802022,2.481316,0.9884409,1.847884
0.2370602,2.632939,0.949351,1.66568
0.3015798,2.621331,0.8613951,1.363002
0.3805938,2.417236,0.7503512,0.9993571
0.4744998,2.034793,0.6495608,0.6500119
0.5731423,1.53029,0.5799206,0.3881952
0.6635882,0.9911328,0.5400412,0.2672578
0.7420444,0.5151556,0.5135953,0.3077392
0.8169401,0.189006,0.4865689,0.4923215
0.899169,0.06748245,0.4580894,0.7705968
0.9876955,0.1615024,0.4363477,1.071877
1.064394,0.4364743,0.4255863,1.322778
1.103673,0.8215797,0.4182448,1.465917
1.089433,1.22841,0.4015259,1.474396
1.02452,1.572443,0.372145,1.358036
0.9255741,1.793753,0.3446843,1.160634
0.8085558,1.870808,0.3443217,0.9477976
0.6797605,1.823323,0.3887691,0.7896108
0.5396413,1.705058,0.4752235,0.7415147
0.3949823,1.586774,0.5830007,0.8289829
0.2653745,1.535896,0.6890203,1.040027
0.1760235,1.596281,0.7815792,1.327347
0.141774,1.775291,0.860818,1.619706
0.1566816,2.040149,0.9273023,1.84001
0.1993023,2.325617,0.9718172,1.92518
0.2490802,2.551038,0.9775978,1.842972
0.3003481,2.641032,0.9340531,1.601131
0.3610344,2.546898,0.8487018,1.246509
0.439498,2.260157,0.7457124,0.8543036
0.5323501,1.817616,0.650772,0.5099983
0.6251104,1.293857,0.5757879,0.2884211
0.7049998,0.7844981,0.5158466,0.2352193
0.7722869,0.3844164,0.4604823,0.3557814
0.8386423,0.1652842,0.4074447,0.6141268
0.9129952,0.1592689,0.366106,0.9422104
0.9880249,0.3519536,0.347705,1.257337
1.040968,0.6875751,0.352948,1.482948
1.048543,1.083337,0.3694064,1.568656
1.003857,1.450618,0.3822121,1.502107
0.9196688,1.717147,0.3879652,1.312154
0.81682,1.843634,0.3985743,1.060507
0.7083153,1.832503,0.4311485,0.8254019
0.5948557,1.724114,0.4930947,0.6805459
0.4742936,1.584641,0.5755882,0.6751242
0.3549212,1.485775,0.6612044,0.8205709
0.2580277,1.484128,0.737497,1.086555
0.2055849,1.604789,0.8040258,1.408486
0.2037802,1.833051,0.8661603,1.70358
0.2380826,2.117767,0.9229259,1.892193
0.2846847,2.383776,0.9612435,1.918908
0.3288807,2.551826,0.9630609,1.767041
0.3735093,2.560061,0.9194287,1.463948
0.4312854,2.380786,0.8384717,1.074887
0.5082935,2.030005,0.740265,0.6872382
0.5956338,1.564307,0.6430055,0.3886318
0.6760211,1.069328,0.5534453,0.2455595
0.7394492,0.6390505,0.4690853,0.2864141
0.7911218,0.3540239,0.3893048,0.494978
0.8443428,0.2625378,0.32294,0.8144224
0.903879,0.3694756,0.2848376,1.162331
0.956745,0.6368352,0.2839892,1.451754
0.9791343,0.9938875,0.3148057,1.613299
0.9547461,1.355303,0.3600773,1.612783
0.8872482,1.643554,0.4034543,1.45937
0.7968226,1.806845,0.440472,1.203136
0.703548,1.831593,0.4785852,0.9210513
0.6142935,1.743021,0.5271075,0.6964073
0.5239472,1.597296,0.5869038,0.5970344
0.4295896,1.463849,0.6495448,0.6567929
0.3417839,1.405861,0.705988,0.8664598
0.2817029,1.461771,0.755167,1.175557
0.2652814,1.634047,0.8040813,1.505288
0.2896076,1.888106,0.8581404,1.768781
0.3344841,2.160122,0.9117755,1.893711
0.3786417,2.374516,0.9479143,1.841232
0.4155486,2.463582,0.9482308,1.61677
0.4554609,2.385955,0.9050496,1.268955
0.5115561,2.138814,0.8255793,0.8780395
0.5847379,1.759498,0.7251084,0.5354491
0.6605708,1.318133,0.6169392,0.3212098
0.7218554,0.9005667,0.5078071,0.2835348
0.7634144,0.5883032,0.4025298,0.4269742
0.7951822,0.438964,0.3107831,0.7113406
0.8298142,0.4729025,0.2484982,1.062369
0.867248,0.6695938,0.2298521,1.39095
0.8910926,0.973115,0.2573773,1.615833
0.8810831,1.307691,0.3183581,1.684397
0.8305059,1.596615,0.3918845,1.585846
0.7526398,1.781608,0.4606689,1.35334
0.6701154,1.836312,0.5185526,1.055111
0.5980109,1.771494,0.5682729,0.7758302
0.5352407,1.630445,0.6138343,0.5946541
0.4727749,1.475424,0.65502,0.564046
0.4086943,1.370136,0.6895505,0.6958864
0.3556419,1.361337,0.7186765,0.9582398
0.3322315,1.465916,0.7499112,1.283556
0.346807,1.665747,0.7918949,1.586449
0.3888925,1.911929,0.8456951,1.785527
0.4369792,2.138331,0.8998524,1.825029
0.4758467,2.278215,0.9346021,1.689455
0.5074143,2.283187,0.9323351,1.407938
0.5455853,2.135595,0.8863043,1.047201
0.6000093,1.855009,0.8019938,0.6943788
0.664708,1.493586,0.6914142,0.4352495
0.7220713,1.123952,0.5670671,0.3322052
0.7578817,0.8217772,0.4407571,0.408474
0.7730927,0.6472115,0.326179,0.6423809
0.7807396,0.6309037,0.2404932,0.9732493
0.7913142,0.766834,0.2002932,1.316878
0.8007318,1.014805,0.2137157,1.587403
0.7928504,1.31165,0.2745512,1.719215
0.754531,1.586738,0.3640426,1.683392
0.6890074,1.78064,0.4593218,1.494977
0.6151967,1.858615,0.5427485,1.208041
0.5531743,1.818936,0.6063363,0.9017386
0.5097492,1.691212,0.6496914,0.6591256
0.4768699,1.527233,0.675895,0.5453436
0.4439647,1.386047,0.6892638,0.5908706
0.411571,1.3178,0.6965018,0.7834397
0.3929599,1.349643,0.7075659,1.071841
0.4022446,1.478334,0.732916,1.378676
0.4402688,1.67149,0.7774034,1.621492
0.4921815,1.87622,0.8350111,1.734066
0.5392695,2.03302,0.8893301,1.683665
0.5739282,2.092551,0.9199387,1.480027
0.6040458,2.028171,0.9108114,1.172584
0.6425291,1.844353,0.8559694,0.8382397
0.6926043,1.575541,0.7596765,0.5612952
0.7423621,1.278227,0.633804,0.4118919
0.7741582,1.016997,0.4946035,0.427996
0.779342,0.8484633,0.3615485,0.6057273
0.7647164,0.8077875,0.2554705,0.9006078
0.7447368,0.8997405,0.1951326,1.238831
0.7270462,1.098696,0.1914629,1.536424
0.705897,1.355117,0.2428483,1.720679
0.6690992,1.608626,0.3349118,1.748514
0.6121841,1.803046,0.4452395,1.617188
0.5459477,1.899742,0.5507991,1.364289
0.4896641,1.887171,0.6342201,1.057782
0.4565841,1.781747,0.6866107,0.77792
0.4446592,1.622643,0.7077951,0.5963462
0.441315,1.460473,0.7047219,0.5577691
0.4370709,1.34326,0.6899568,0.6684046
0.4350017,1.304055,0.6787277,0.8952771
0.4473964,1.351907,0.6847895,1.174731
0.4827198,1.470554,0.7152922,1.429804
0.536198,1.622889,0.7672579,1.590482
0.59239,1.761809,0.8278546,1.611996
0.6381036,1.842676,0.8781385,1.486602
0.67231,1.836055,0.8991454,1.245598
0.704512,1.735536,0.8770811,0.9512506
0.742798,1.559664,0.8068533,0.6805162
0.783131,1.347856,0.6937574,0.5049215
0.8105227,1.149845,0.5530836,0.4723323
0.8107403,1.013663,0.4081206,0.5942034
0.7819547,0.9732109,0.2852463,0.8430929
0.7355713,1.039806,0.2075727,1.159155
0.6858285,1.199923,0.1885476,1.465907
0.6385419,1.418005,0.2285616,1.689351
0.5891167,1.646243,0.3158807,1.776951
0.5318261,1.83566,0.4304878,1.710407
0.4698279,1.948446,0.5493429,1.509837
0.4169502,1.966264,0.6507041,1.228322
0.3878295,1.893689,0.7183506,0.9374076
0.3867537,1.756135,0.7447223,0.7089933
0.4046021,1.592229,0.7336762,0.5966178
0.4275768,1.443324,0.7000757,0.622371
0.4489673,1.343086,0.6652027,0.7717079
0.4736525,1.308931,0.6489801,0.9979467
0.5111728,1.33908,0.6624658,1.235495
0.5649307,1.413444,0.7044271,1.416853
0.627312,1.500769,0.7631804,1.491025
0.6857581,1.567176,0.8213997,1.43648
0.7326901,1.586446,0.860938,1.267008
0.770584,1.54652,0.865782,1.027742
0.8060555,1.453549,0.8248435,0.7832202
0.8402268,1.33015,0.7349857,0.600856
0.8635631,1.209235,0.6051805,0.5327777
0.8617569,1.125722,0.4574106,0.6025199
0.8266247,1.107019,0.3222689,0.7987634
0.7629417,1.166164,0.2293253,1.077991
0.6847886,1.29821,0.1970379,1.375783
0.605766,1.480954,0.2278059,1.622658
0.5314546,1.680731,0.3098985,1.761817
0.4613313,1.859576,0.4237201,1.762788
0.3960819,1.984743,0.5476009,1.628984
0.343389,2.035193,0.660328,1.395924
0.3146699,2.006114,0.7428231,1.121729
0.316766,1.908973,0.7810495,0.872193
0.3454155,1.767614,0.7717799,0.7037641
0.3879369,1.612042,0.7265205,0.6500352
0.432244,1.470768,0.6694871,0.7136735
0.4748815,1.364596,0.6279254,0.8667774
0.5209449,1.302577,0.6202313,1.059504
0.576629,1.281404,0.6489016,1.233239
0.6418096,1.287797,0.702196,1.336952
0.709461,1.303841,0.7616412,1.340053
0.7710695,1.312403,0.8094655,1.240937
0.8231127,1.302704,0.8309507,1.0667
0.8668848,1.273138,0.8141942,0.8659208
0.9032191,1.231739,0.7508706,0.6959177
0.9264661,1.193829,0.6416451,0.6073884
0.925326,1.177717,0.5017209,0.6313743
0.889738,1.199349,0.3609495,0.7706857
0.8186102,1.267887,0.2545571,0.99931
0.7217421,1.382688,0.2089755,1.268447
0.6143646,1.532943,0.2317626,1.518891
0.5098257,1.699557,0.3112727,1.69548
0.4157497,1.859009,0.4254722,1.760455
0.3365833,1.988133,0.5513954,1.702554
0.2776728,2.068396,0.6693731,1.538901
0.2460623,2.089368,0.762094,1.310114
0.246892,2.049982,0.8135016,1.06969
0.2781813,1.957787,0.8137313,0.8704909
0.3302779,1.827154,0.7665743,0.751825
0.3906119,1.675377,0.6932852,0.7303332
0.4506772,1.520213,0.6257418,0.7970651
0.509372,1.376224,0.591721,0.9211191
0.5705174,1.253871,0.6017932,1.058658
0.637447,1.158575,0.646462,1.16509
0.7091424,1.09178,0.7046497,1.207089
0.7812048,1.051907,0.7554688,1.171279
0.8487129,1.036071,0.7847256,1.067369
0.9083519,1.041466,0.782916,0.9254675
0.9567591,1.065957,0.7420432,0.7877335
0.9878286,1.10859,0.6572645,0.6972247
0.9922605,1.16899,0.5345874,0.6864799
0.9609837,1.246982,0.3971229,0.7687898
0.8905497,1.341998,0.2809536,0.9348005
0.786238,1.451918,0.2206941,1.154219
0.6606616,1.573694,0.2331046,1.38332
0.5294842,1.701809,0.3106319,1.575436
0.4069095,1.829276,0.4286054,1.691637
0.3042413,1.947189,0.5591735,1.710333
0.2299086,2.045514,0.6810713,1.631179
0.189858,2.11374,0.7795466,1.474914
0.1861525,2.141989,0.8415062,1.277207
0.215474,2.122259,0.8546827,1.080025
0.2692383,2.050239,0.8149923,0.921251
0.3363913,1.926616,0.735392,0.8260757
0.407635,1.758326,0.6461971,0.8023207
0.4780512,1.558506,0.5826571,0.8394419
0.547235,1.345573,0.5667804,0.913131
0.617161,1.141505,0.5966948,0.9922693
0.6896944,0.9683836,0.6510506,1.047944
0.7654449,0.8450175,0.7036561,1.060953
0.8429965,0.7837218,0.7365236,1.026484
0.9185884,0.78811,0.7416861,0.9554165
0.9852224,0.8525992,0.7151576,0.8706533
1.032885,0.9634672,0.6522021,0.8010766
1.050534,1.102133,0.5519674,0.7736483
1.029299,1.249113,0.4272001,0.8063696
0.9659185,1.388092,0.3081961,0.9034318
0.8637368,1.509292,0.2334294,1.053726
0.7323113,1.610812,0.2304927,1.233287
0.5851846,1.697925,0.3014969,1.410594
0.4384307,1.779881,0.4234492,1.55364
0.3086919,1.866029,0.5628545,1.636973
0.2106973,1.960665,0.6922652,1.646787
0.1541916,2.06041,0.7960668,1.583703
0.1411529,2.152745,0.8654562,1.461694
0.165718,2.217833,0.8911522,1.304759
0.2170835,2.23259,0.8651295,1.140998
0.2839543,2.177219,0.7905531,0.9966506
0.3580074,2.040634,0.689677,0.8908588
0.4342601,1.825868,0.5989434,0.8323975
0.5101871,1.551565,0.5510722,0.8190722
0.5843952,1.250163,0.5569411,0.8396136
0.6574374,0.9624695,0.6010396,0.8774896
0.7318301,0.7299609,0.6538582,0.9155557
0.8110414,0.5860565,0.6901031,0.9402765
0.8954276,0.5491741,0.6987457,0.9452322
